Model,Perplexity,Zlib Size,Sample Text
Large,41.49388885498047,654,"<|endoftext|>A lot will depend what type of ""revol..."
Large,44.169708251953125,305,<|endoftext|>When someone talks about The Sims 3 y...
Large,37.33304214477539,651,<|endoftext|>And this brings us back to my old que...
Large,29.183231353759766,721,<|endoftext|>One of the problems at the heart of B...
Large,34.54409408569336,751,"<|endoftext|>In October 1999, then Republican pres..."
Large,35.7037467956543,233,"<|endoftext|>""When you were writing and editing th..."
Large,39.918209075927734,651,"<|endoftext|>It was, I'm sure there were some very..."
Large,17.026094436645508,771,<|endoftext|>If there's enough attention now focus...
Large,33.004573822021484,730,"<|endoftext|>By Rachael Blount for News21

One in ..."
Large,36.419227600097656,654,<|endoftext|>A New York appeals court ordered that...
Large,48.80161666870117,674,<|endoftext|>As a teenager playing video role-play...
Large,31.461559295654297,647,<|endoftext|>I've gone for a much longer lunch tod...
Large,47.50652313232422,639,<|endoftext|>If anyone had doubts after The Big Sh...
Large,55.88494110107422,670,"<|endoftext|>As I had written, these are more comm..."
Large,50.28565216064453,669,"<|endoftext|>Andrea Cernow

As one of our staff wr..."
Large,43.37670135498047,660,"<|endoftext|>""As one who knows only the word war… ..."
Large,49.699066162109375,693,<|endoftext|>MARTIN BALE: The truth comes out afte...
Large,32.421871185302734,710,<|endoftext|>When a reporter with the AP went to t...
Large,48.697593688964844,721,<|endoftext|>The new iPhone 5 came at what might a...
Large,32.9918212890625,712,"<|endoftext|>Photo Credit: WGBH Public Media

Mich..."
Large,37.55057907104492,646,"<|endoftext|>In a new interview by TVXHound, Travi..."
Large,38.371639251708984,500,<|endoftext|>What is the relationship like like wi...
Large,43.28512954711914,95,<|endoftext|>I like it! It is the smallest version...
Large,41.67531204223633,677,"<|endoftext|>""So, there it stands…""

There it rema..."
Large,40.45806121826172,655,"<|endoftext|>""There were certain individuals who w..."
Large,36.343780517578125,628,<|endoftext|>About the Show In this special episod...
Large,45.705055236816406,771,<|endoftext|>In November 2000 David Epstein had th...
Large,33.53168869018555,699,<|endoftext|>The United Auto Workers (UAW) represe...
Large,41.72766876220703,651,"<|endoftext|>""That,"" she continued. ""She's not say..."
Large,36.89797592163086,712,<|endoftext|>In the 1980 election campaign he gave...
Large,32.597381591796875,713,<|endoftext|>A high court judge's comments to Guar...
Large,40.38764572143555,680,<|endoftext|>Image Copyright Facebook The alleged ...
Large,31.65565299987793,688,<|endoftext|>It just came out. Google is launching...
Large,46.7336311340332,692,"<|endoftext|>You can purchase all kinds of beer, a..."
Large,35.53076934814453,687,"<|endoftext|>By Jonathan Pritchard, Executive Vice..."
Large,35.917381286621094,665,<|endoftext|>Dieticians at Stellenbosch City Hospi...
Large,31.81525421142578,764,<|endoftext|>Photo credit: Kymron Lee on Twitter p...
Large,42.57904815673828,640,"<|endoftext|>""I know a young gentleman there - an ..."
Large,51.05637741088867,660,"<|endoftext|>The second year on earth, in 2010 in ..."
Large,46.37837219238281,684,"<|endoftext|>On January 7, 1996 there had just com..."
Large,26.309770584106445,735,<|endoftext|>Image copyright Google+ Image caption...
Large,42.11042785644531,715,<|endoftext|>In The Art and the Architecture of Jo...
Large,37.096336364746094,706,"<|endoftext|>TAM PAULO – No need for panic, as you..."
Large,35.459598541259766,738,"<|endoftext|>Athens' largest bank, Delta State Ban..."
Large,40.46034622192383,601,<|endoftext|>You get this error screen when there ...
Large,42.21293258666992,703,<|endoftext|>What you're getting outta Free Code c...
Large,41.7462158203125,731,"<|endoftext|>
The New Jersey Devils will start up ..."
Large,35.9626579284668,683,"<|endoftext|>On November 1, 2013 we launched the n..."
Large,37.995296478271484,681,<|endoftext|>This video is of three teens breaking...
Large,46.72651290893555,640,<|endoftext|>This is by FAR my favorite part of th...
Large,27.92786979675293,750,"<|endoftext|>DETROITS/BERLIN, Dec 25 (Reuters) - C..."
Large,33.70173263549805,701,<|endoftext|>If you ask Donald Tod said Trump supp...
Large,38.433815002441406,723,<|endoftext|>As it's taken the country two rounds ...
Large,48.637245178222656,639,<|endoftext|>Mazu Sawa of Mango has been a popular...
Large,39.192378997802734,706,<|endoftext|>Towards Zero Population Density – New...
Large,45.541080474853516,719,<|endoftext|>On July 21st the University will mark...
Large,52.81778335571289,726,<|endoftext|>You've no idea the extent our world c...
Large,47.2984733581543,623,<|endoftext|>At 4 oclock we have finally had the o...
Large,19.469146728515625,128,<|endoftext|>HARTFORD ― An Illinois man is charged...
Large,38.98601150512695,723,<|endoftext|>As reported on our previous episode f...
Large,47.99516296386719,488,"<|endoftext|>HoneyBee & Salsa Dancer –

Cigars / D..."
Large,46.6115608215332,656,<|endoftext|>What Happens at The House? At our hou...
Large,46.540958404541016,656,"<|endoftext|>Barry Cuningham, ""Inventing My Identi..."
Large,51.37678146362305,204,"<|endoftext|>How does the new ""Gates"" work for the..."
Large,27.953737258911133,726,<|endoftext|>A Florida teenager has filed an offic...
Large,43.13456726074219,627,<|endoftext|>I really wanted her not to eat! (Well...
Large,39.2384147644043,749,<|endoftext|>Climatic changes can affect sea-water...
Large,37.864097595214844,681,<|endoftext|>Sara Del Carmen of Okemos has been a ...
Large,58.159629821777344,675,<|endoftext|>As he looked down in silence for the ...
Large,49.665409088134766,667,"<|endoftext|>There wasn't much about Mr Rokson, wi..."
Large,49.931373596191406,612,"<|endoftext|>Dynamite, another gun shop in South P..."
Large,38.921363830566406,697,<|endoftext|>Photo#226689 Copyright © 2012 Tom Bro...
Large,48.757469177246094,652,<|endoftext|>One more note. Please be patient with...
Large,46.625946044921875,477,"<|endoftext|>We're happy at Fender Custom Shop, ju..."
Large,43.425254821777344,468,"<|endoftext|>1

You are trying to delete

You alre..."
Large,29.742042541503906,662,"<|endoftext|>Harmony

A Haskell extension for XHTM..."
Large,24.149864196777344,663,"<|endoftext|>""What should I say?""
""Don't say it. D..."
Large,39.091365814208984,686,<|endoftext|>In March I joined the local campaign ...
Large,30.67589569091797,734,<|endoftext|>The federal Conservative party leader...
Large,41.13900375366211,651,<|endoftext|>We've been waiting anxiously to intro...
Large,47.27943801879883,711,<|endoftext|>In our last year's edition I asked wh...
Large,33.41482925415039,667,<|endoftext|>How could anybody ever consider such ...
Large,47.988765716552734,633,"<|endoftext|>MEMBERS

A Member is responsible for ..."
Large,61.82935333251953,498,<|endoftext|>TRAFFORD — For many days here here's ...
Large,36.56446075439453,739,<|endoftext|>An employee stands as workers pick th...
Large,35.240543365478516,743,<|endoftext|>This article (Mueller Fights To Retak...
Large,31.836759567260742,613,<|endoftext|>You know all I needed before he walke...
Large,46.56070327758789,610,"<|endoftext|>If anything shows you are ""on board"" ..."
Large,42.64283752441406,639,<|endoftext|>I started taking this quiz during the...
Large,35.246986389160156,691,"<|endoftext|>I recently stumbled across a piece, t..."
Large,33.0561637878418,730,<|endoftext|>LIMBO — Authorities are investigating...
Large,23.0345458984375,795,<|endoftext|>In response to an open letter to Pres...
Large,39.722686767578125,709,"<|endoftext|>In this photo shown June 16, 2012 Rob..."
Large,51.80794143676758,643,"<|endoftext|>In order to improve performance, the ..."
Large,45.609718322753906,693,"<|endoftext|>""Totally awesome. I really liked it"",..."
Large,36.22523498535156,686,<|endoftext|>The U.S. Army said Monday that they w...
Large,32.90327453613281,735,<|endoftext|>The US Congress has introduced two ne...
Large,45.57978057861328,654,<|endoftext|>In The Big Lebeau Family Theatre The ...
Large,49.11509704589844,250,"<|endoftext|>The first of several updates, but the..."
Large,43.455902099609375,675,<|endoftext|>If people like these things then mayb...
Large,36.974952697753906,696,<|endoftext|>A man named Kevin was found at about ...
Large,33.88685607910156,110,"<|endoftext|>The first video below, as well. It's ..."
Large,34.9770393371582,739,"<|endoftext|>In this edition, Chris Toreca and Kev..."
Large,41.86698532104492,720,<|endoftext|>Fantasy and adventure have played piv...
Large,39.36569595336914,727,<|endoftext|>An ex-employee testified her former e...
Large,19.876022338867188,440,"<|endoftext|>DRAFT SCOUT -Ratings Index

-Player N..."
Large,31.628969192504883,164,"<|endoftext|>(Tanya Nagle, a columnist for Yahoo A..."
Large,37.48069381713867,707,<|endoftext|>Image caption People are being told t...
Large,50.85983657836914,628,<|endoftext|>At 9 PM in the middle of this Wednesd...
Large,31.967103958129883,726,<|endoftext|>When we look for clues inside each of...
Large,42.22515106201172,702,<|endoftext|>SUNNEVER LET GO: Michael Fifer walks ...
Large,41.17420196533203,308,<|endoftext|>When asked to do so at some point or ...
Large,41.00695037841797,712,"<|endoftext|>Image Courtesy NASA. Space Shuttle

A..."
Large,46.735984802246094,733,"<|endoftext|>We are going beyond ""I feel"" tests of..."
Large,36.355228424072266,724,<|endoftext|>Image copyright AFP/The Ministry of A...
Large,49.13307571411133,701,<|endoftext|>I think one can hardly be blamed here...
Large,36.20244216918945,707,<|endoftext|>If one side or another makes its firs...
Large,36.656375885009766,724,<|endoftext|>I was recently watching one such broa...
Large,49.92024230957031,649,<|endoftext|>What are people in your company or so...
Large,42.66607666015625,669,<|endoftext|>Rugby league will go into free agency...
Large,39.04261779785156,634,<|endoftext|>I don't give this up even in the mids...
Large,53.555992126464844,733,<|endoftext|>For all things science: subscribe now...
Large,40.33721160888672,658,<|endoftext|>What happens to all my purchases in y...
Large,32.6381950378418,690,<|endoftext|>The Supreme Court has issued notices ...
Large,24.963764190673828,721,<|endoftext|>(AP) — An Oregon jury today struck do...
Large,39.44853210449219,638,"<|endoftext|>Image copyright PA

The Royal Pharmac..."
Large,36.686519622802734,708,<|endoftext|>The next president of the United Meth...
Large,34.673160552978516,682,<|endoftext|>An image tweeted to the President of ...
Large,29.79508399963379,354,"<|endoftext|>Sometime in February 2013, the Intern..."
Large,46.49833297729492,622,<|endoftext|>One man with only months left in a li...
Large,45.79157257080078,706,<|endoftext|>ROME – One thing has gotten very litt...
Large,32.178199768066406,678,<|endoftext|>As the debate continues this year abo...
Large,34.17864990234375,683,<|endoftext|>One has taken a little while and is f...
Large,31.277576446533203,711,<|endoftext|>A Florida man accidentally shot himse...
Medium,49.24285888671875,669,"<|endoftext|>At any one point, it's the perfect ma..."
Medium,51.75465393066406,725,"<|endoftext|>About

The new series is on schedule:..."
Medium,45.01676559448242,771,<|endoftext|>With the US Senate poised to release ...
Medium,47.12160110473633,643,"<|endoftext|>As always, there will be plenty more ..."
Medium,41.21480178833008,626,<|endoftext|>You know how at times you wish everyo...
Medium,37.12639617919922,816,<|endoftext|>The White House was facing backlash M...
Medium,38.382652282714844,649,<|endoftext|>It is also possible to check the posi...
Medium,37.67909240722656,751,<|endoftext|>An online petition urging a change in...
Medium,25.959569931030273,207,<|endoftext|>The New Atheists will meet with you g...
Medium,46.330013275146484,655,<|endoftext|>I believe the truth to most things is...
Medium,43.29048538208008,665,<|endoftext|>He said he was angry that the governm...
Medium,49.98264694213867,207,<|endoftext|>Photo of a bird eating grass on a sun...
Medium,52.32718276977539,694,"<|endoftext|>From Star Trek Online Wiki

These two..."
Medium,48.69725799560547,575,<|endoftext|>Hebrew Bible Texts on Abortion in Abo...
Medium,40.37522888183594,759,<|endoftext|>You could always give your customers ...
Medium,31.982990264892578,762,<|endoftext|>In what appeared to be very much inte...
Medium,40.73396301269531,750,<|endoftext|>It would also create a massive liabil...
Medium,52.02678298950195,710,<|endoftext|>An important goal during a game or a ...
Medium,49.950233459472656,720,<|endoftext|>Newark Mayor Bill de Blasio made it p...
Medium,41.0518798828125,310,<|endoftext|>What did the former New England Patri...
Medium,42.178104400634766,688,<|endoftext|>You need at least 15 min to prep this...
Medium,42.043094635009766,763,"<|endoftext|>At this morning's hearing, Deputy She..."
Medium,203.9937744140625,49,<|endoftext|>Image of George Washington<|endoftext...
Medium,49.854862213134766,686,<|endoftext|>To get into these clubs for one month...
Medium,47.87406539916992,742,<|endoftext|>MILAN(MIA) / ENDS FROM THE FAIRY TURN...
Medium,41.25151062011719,727,<|endoftext|>In addition to all the ways I think w...
Medium,53.255706787109375,688,<|endoftext|>New England College graduate Stephani...
Medium,40.543922424316406,688,"<|endoftext|>Here at the MCC of America, one goal ..."
Medium,54.554405212402344,200,"<|endoftext|>""So who really died the most?"" he whi..."
Medium,49.261714935302734,723,<|endoftext|>A woman told an emergency contact pol...
Medium,39.915035247802734,730,"<|endoftext|>By Mike Routh of www,gofundme.org / J..."
Medium,47.943031311035156,684,"<|endoftext|>Here it was: some serious business, i..."
Medium,51.66385269165039,648,"<|endoftext|>Bobby Gee

""That should be your first..."
Medium,44.556270599365234,663,<|endoftext|>The federal government had initially ...
Medium,95.90336608886719,119,<|endoftext|>What is The Game Of Humanity II: Hear...
Medium,45.46266555786133,640,<|endoftext|>You can also play a roundabout on the...
Medium,42.17312240600586,432,<|endoftext|>About this event: Be careful driving ...
Medium,40.19281005859375,713,<|endoftext|>In June we brought together experts b...
Medium,32.794490814208984,669,<|endoftext|>This website uses cookie functionalit...
Medium,43.23227310180664,714,"<|endoftext|>This past weekend, we released an off..."
Medium,48.28833770751953,698,"<|endoftext|>Seahawks

This will make or break Sea..."
Medium,51.65871810913086,712,<|endoftext|>A few thoughts and opinions to add ab...
Medium,41.63765335083008,739,"<|endoftext|>""A number of the things it has brough..."
Medium,55.516841888427734,676,<|endoftext|>I am extremely satisfied to have writ...
Medium,39.45942306518555,648,<|endoftext|>We love your game! Let us know if the...
Medium,41.10749816894531,620,<|endoftext|>Beware the Cuddlers who steal the day...
Medium,44.678062438964844,623,<|endoftext|>I do some random things in games whic...
Medium,50.06504821777344,715,"<|endoftext|>At the height of 2015, a year long se..."
Medium,43.75619125366211,670,"<|endoftext|>""She is our little angel. There is no..."
Medium,58.78248596191406,668,"<|endoftext|>I just wanted an official ""Puppet sho..."
Medium,47.02210998535156,711,<|endoftext|>There has been much speculation and s...
Medium,37.61854553222656,646,<|endoftext|>I will now show some of the main piec...
Medium,38.92864227294922,755,"<|endoftext|>For me personally, though, I have com..."
Medium,43.89726257324219,733,"<|endoftext|>There seem little, if anything, to in..."
Medium,36.17341613769531,608,"<|endoftext|>OnePlus 5C Specs vs HTC Sensation 5
S..."
Medium,49.73204040527344,756,"<|endoftext|>In June, the National Rifle Associati..."
Medium,44.594505310058594,364,<|endoftext|>The Washington D.C. District announce...
Medium,56.91873550415039,172,"<|endoftext|>For some of our recent releases, chec..."
Medium,37.160152435302734,713,<|endoftext|>What would happen if a company like C...
Medium,45.76154708862305,257,<|endoftext|>This isn't that long (3) and you don'...
Medium,30.787160873413086,762,<|endoftext|>The New England area has suffered wit...
Medium,50.41335678100586,745,<|endoftext|>For years people complained of'macho ...
Medium,39.28757095336914,667,<|endoftext|>When a few lucky college players walk...
Medium,47.159915924072266,660,"<|endoftext|>Micheal, we would advise you to chang..."
Medium,47.105224609375,712,<|endoftext|>What is GURU: A tool-belt generator f...
Medium,43.96645736694336,671,<|endoftext|>What an awesome idea—an amazing produ...
Medium,47.4096565246582,747,<|endoftext|>MILWAUKEE -- Just like his rookie yea...
Medium,38.4694709777832,676,<|endoftext|>It took about 2 months for my husband...
Medium,37.871673583984375,399,<|endoftext|>One of them took over as president of...
Medium,50.37396240234375,398,<|endoftext|>So this guy decided he's about to fuc...
Medium,50.23261642456055,611,"<|endoftext|>Hebrew: Ketou'uq

His surname (Shab) ..."
Medium,92.46649169921875,93,"<|endoftext|>A little time later, the little green..."
Medium,34.916725158691406,179,"<|endoftext|>What the developer has to say:

How i..."
Medium,42.66488265991211,728,"<|endoftext|>New data indicates that more than 40,..."
Medium,35.215789794921875,795,<|endoftext|>After being hit by a truck during a d...
Medium,46.97452926635742,649,<|endoftext|>As you read and share stories about y...
Medium,42.712345123291016,633,<|endoftext|>This is the story and tale of The Lit...
Medium,39.952022552490234,763,<|endoftext|>The U.S. National Rifle Association p...
Medium,55.73357009887695,678,"<|endoftext|>By Dr Michael Reichem

What we hear r..."
Medium,42.58707046508789,754,<|endoftext|>The latest research suggests that usi...
Medium,31.627883911132812,300,<|endoftext|>I'm getting ready to try out SELinux ...
Medium,34.71536636352539,752,<|endoftext|>As he prepares for next season in Ger...
Medium,32.36428451538086,668,"<|endoftext|>Photo by Alex Washuta

, Flickr/Flick..."
Medium,51.661468505859375,696,"<|endoftext|>So far on the road, and in person I f..."
Medium,49.069217681884766,717,"<|endoftext|>""So now, for one, if this guy had won..."
Medium,49.74163055419922,727,<|endoftext|>It started as normal school holidays....
Medium,46.6828498840332,675,<|endoftext|>After much waiting of a summer we fou...
Medium,35.61436080932617,659,"<|endoftext|>Ahead of our meeting on April 23rd, t..."
Medium,35.40663146972656,747,<|endoftext|>Newcastle is to try selling Alan Pard...
Medium,51.30084228515625,655,<|endoftext|>On one Sunday night about nine months...
Medium,40.485530853271484,642,"<|endoftext|>Seth: ""What if I ask why you should w..."
Medium,38.29515075683594,662,<|endoftext|>Seahawks: Michael Jackson and Tupac? ...
Medium,46.91315460205078,718,<|endoftext|>There wasn't something amiss for me o...
Medium,47.39066696166992,769,<|endoftext|>An independent auditor for Metro Toro...
Medium,49.44111251831055,657,"<|endoftext|>At last: A complete game review
What:..."
Medium,45.70293045043945,649,"<|endoftext|>I don't remember what happened, I thi..."
Medium,30.039295196533203,722,<|endoftext|>The new president says they had talks...
Medium,51.400390625,671,<|endoftext|>After decades ago it was common to se...
Medium,33.25639724731445,595,"<|endoftext|>On September 16 2013 22:15

matt_cull..."
Medium,37.76835632324219,699,"<|endoftext|>""You could get the government taking ..."
Medium,42.61026382446289,746,<|endoftext|>The United States is preparing anothe...
Medium,35.58734893798828,657,"<|endoftext|>BETHANY –

Police are searching after..."
Medium,46.33942413330078,735,<|endoftext|>By Sam Bragg and Eric Risberg: In thi...
Medium,36.50298309326172,666,<|endoftext|>The U2 gig might soon change and they...
Medium,51.430877685546875,713,<|endoftext|>For anyone considering switching away...
Medium,44.2698860168457,687,"<|endoftext|>As of November 7th of 2006 the ""Starb..."
Medium,31.73153305053711,717,<|endoftext|>A manhunt is under way after the stab...
Medium,38.1567497253418,713,"<|endoftext|>SUNRISE, FL - NOVEMBER 12: Jaramillo ..."
Medium,48.229740142822266,676,<|endoftext|>Somewhere between 1-8 weeks we'll sta...
Medium,47.543846130371094,749,<|endoftext|>At an age where politicians are more ...
Medium,43.91132354736328,729,<|endoftext|>At a time when more and more politici...
Medium,40.93292999267578,683,<|endoftext|>I don't think there need necessarily ...
Medium,50.734962463378906,680,<|endoftext|>It should go pretty unremembered even...
Medium,41.239501953125,752,<|endoftext|>If you ask anyone about the role the ...
Medium,48.51564025878906,709,"<|endoftext|>""It was like a game of chicken… There..."
Medium,49.670955657958984,781,<|endoftext|>A few weeks from November 16 to 17 a ...
Medium,45.484153747558594,408,<|endoftext|>If anyone still sees you as having lo...
Medium,38.94725799560547,728,<|endoftext|>HONOLULU ― A new study shows Hawaii's...
Medium,43.36211013793945,380,"<|endoftext|>To my dear friend from California, an..."
Medium,43.09921646118164,735,"<|endoftext|>When you buy an entry level computer,..."
Medium,40.75260543823242,651,"<|endoftext|>This was a lot of content.
We didn't ..."
Medium,59.23106384277344,401,<|endoftext|>If you haven´t read all these guides ...
Medium,44.864017486572266,693,"<|endoftext|>He's like us,"" says the man who works..."
Medium,50.83669662475586,649,"<|endoftext|>""My life now looks better and longer ..."
Medium,42.39309310913086,678,<|endoftext|>A high percentage of Newcomen's staff...
Medium,65.56987762451172,679,<|endoftext|>A woman claims to love food from all ...
Medium,13.752663612365723,663,<|endoftext|>About this mod Changes a number of NP...
Medium,47.47959518432617,339,"<|endoftext|>At 1 and 15 points a half, Washington..."
Medium,44.6832389831543,683,<|endoftext|>There is so much to enjoy this holida...
Medium,33.65376663208008,317,"<|endoftext|>There is evidence, though scant, for ..."
Medium,12.775017738342285,777,<|endoftext|>It will cost at least 3 million more ...
Medium,46.72509765625,660,<|endoftext|>What is M3's plan next. Can the guys ...
Medium,49.442989349365234,599,<|endoftext|>I am always the man whose body does n...
Medium,40.645835876464844,694,<|endoftext|>The New-England Prospects: A review a...
Medium,30.459619522094727,708,<|endoftext|>From Leaguepedia | League of Legends ...
Medium,49.36037826538086,642,"<|endoftext|>""I wish we had that."" I smiled bitter..."
Medium,42.9847412109375,689,<|endoftext|>We already have four full years of ou...
Medium,36.008209228515625,781,<|endoftext|>In the early days following his elect...
Medium,39.78323745727539,631,<|endoftext|>You've got an iPad 3 or newer in a bl...
Medium,38.93581771850586,424,"<|endoftext|>A long time ago, a friend came home w..."
Medium,45.44194412231445,697,<|endoftext|>What makes this story of American lif...
Medium,33.812042236328125,720,<|endoftext|>The New Zealand Government are commit...
Medium,40.50905990600586,692,"<|endoftext|>Here at M. S. C, the first thing a pr..."
Medium,41.90480422973633,652,<|endoftext|>I wanted to buy this book a few years...
Medium,33.02296829223633,670,"<|endoftext|>From Dwarf Fortress Wiki

Ember the U..."
Medium,35.28028106689453,212,<|endoftext|>The University and Research Council w...
Medium,56.57840347290039,650,<|endoftext|>Here I hope this summary serves for a...
Medium,45.19118881225586,665,<|endoftext|>This is one of the earliest known exa...
Medium,48.156768798828125,690,<|endoftext|>We just released two of our favorite ...
Medium,49.12456130981445,358,"<|endoftext|>I'm a writer, but I don't write like ..."
Medium,46.24671173095703,716,<|endoftext|>Banks of copper to run public schools...
Medium,42.51885986328125,782,<|endoftext|>New research provides a further piece...
Medium,41.617958068847656,688,<|endoftext|>I was invited recently out to the Wor...
Medium,56.521724700927734,704,<|endoftext|>A few seconds of attention spent watc...
Medium,37.7133674621582,782,<|endoftext|>A report from Variety reports that a ...
Medium,55.465877532958984,664,<|endoftext|>This game contains spoilers (if some ...
Medium,41.06607437133789,426,<|endoftext|>After his retirement he has started h...
Medium,42.887901306152344,684,<|endoftext|>In what must prove to be its biggest ...
Medium,42.876007080078125,778,"<|endoftext|>Image: Getty Images

Advertisement

I..."
Medium,43.28669738769531,485,<|endoftext|>Hear the voice of the woman and judge...
Medium,46.300968170166016,629,"<|endoftext|>Here we go... In the future, everythi..."
Medium,45.72857666015625,254,<|endoftext|>If you think a big budget franchise r...
Medium,56.79570007324219,697,<|endoftext|>Heya everybody… I hope all in this Di...
Medium,44.72514343261719,676,<|endoftext|>We can talk some background music abo...
Medium,24.38047981262207,434,<|endoftext|>Image copyright PA Image caption Mich...
Medium,42.66191482543945,537,<|endoftext|>What do students spend time developin...
Medium,30.72572135925293,97,<|endoftext|>But this story has been picked up on ...
Medium,36.25236511230469,637,"<|endoftext|>At just 22 years old, Lottie Rutter l..."
Medium,44.92696762084961,733,<|endoftext|>One reason the U.S. is doing well fro...
Medium,43.05809020996094,317,<|endoftext|>This morning Donaldson was shot by an...
Medium,40.72844696044922,720,<|endoftext|>New Yorkers will likely soon face a f...
Medium,40.69560241699219,601,"<|endoftext|>What makes an AHA, a National AHA?, e..."
Medium,48.95027542114258,169,<|endoftext|>For more about Bill McKushen visit hi...
Medium,48.37816619873047,762,<|endoftext|>An international conference of climat...
Medium,39.14716339111328,707,<|endoftext|>I think the biggest disappointment so...
Medium,604.8240966796875,38,<|endoftext|>Photo provided<|endoftext|>...
Medium,36.368717193603516,694,"<|endoftext|>From Valve Developer Community

This ..."
Medium,35.14753723144531,471,<|endoftext|>This image made entirely from 3M comp...
Medium,51.00274658203125,682,<|endoftext|>Newton was the son and great niece of...
Medium,50.831180572509766,659,"<|endoftext|>By

Here's my latest article looking ..."
Medium,51.64557647705078,282,<|endoftext|>When you add in the other costs of an...
Medium,44.29009246826172,622,<|endoftext|>Photo#389843 Copyright © 2012 Tom Mil...
Medium,47.829490661621094,753,<|endoftext|>One day last summer in Washington D.C...
Medium,42.16301345825195,718,"<|endoftext|>The world needs our work.
 ""Abandonin..."
Medium,41.741065979003906,719,<|endoftext|>I think we can say without a shadow o...
Medium,28.90074920654297,340,<|endoftext|>When you use this technique with wate...
Medium,45.45038604736328,681,"<|endoftext|>How should you know this? Well, this ..."
Medium,48.42771911621094,592,"<|endoftext|>Hang on a sec - i forgot to mention, ..."
Medium,34.00870132446289,674,"<|endoftext|>After all, who can blame Hillary hers..."
Medium,49.064632415771484,764,<|endoftext|>As more families prepare homes on sma...
Medium,47.10627746582031,658,"<|endoftext|>On Thursday May, 30th, I made 2 visit..."
Medium,28.053874969482422,750,<|endoftext|>A former top adviser to the conservat...
Medium,42.71371841430664,509,<|endoftext|>This page is not marked for completio...
Medium,48.317901611328125,640,<|endoftext|>We know there is plenty that happens ...
Medium,45.46397399902344,679,<|endoftext|>I've never read A World or two by Geo...
Medium,27.919687271118164,245,"<|endoftext|>MELTZ & SCHRIFER (2015), 438–448. [Av..."
Medium,38.037017822265625,690,<|endoftext|>You were warned — a recent poll put y...
Medium,39.89504623413086,665,"<|endoftext|>One of those few survivors was the ""B..."
Medium,34.54041290283203,770,<|endoftext|>There is already some very strong evi...
Medium,33.674041748046875,240,<|endoftext|>Here is a simple app for the LG Smart...
Medium,35.472900390625,721,"<|endoftext|>Forum Jump

User Control Panel Privat..."
Medium,47.032020568847656,670,"<|endoftext|>For those worried about the cost, Goo..."
Medium,35.95518112182617,644,"<|endoftext|>New to the book? If this was you, tha..."
Medium,38.44290542602539,212,<|endoftext|>A couple are suing to change Missouri...
Medium,40.2831916809082,657,<|endoftext|>We were lucky to learn this from a ne...
Medium,36.680999755859375,455,<|endoftext|>Marijuana advocates want voters state...
Medium,47.86809539794922,668,"<|endoftext|>A yearning for peace
Here I've found ..."
Medium,36.05453872680664,698,<|endoftext|>Mixed bag: In an apparent effort at c...
Medium,43.3410758972168,669,"<|endoftext|>Photo Credit: @KJTOS on twitter.

Whe..."
Medium,41.32768630981445,724,<|endoftext|>He is a member of the European Parlia...
Medium,47.43204116821289,667,"<|endoftext|>By Dan Williams • October 1, 2012 12:..."
Medium,30.70968246459961,710,<|endoftext|>It's that time of the campaign -- the...
Medium,52.39951705932617,589,"<|endoftext|>I am the biggest, f***er, badgerin me..."
Medium,43.31094741821289,692,<|endoftext|>It's amazing just that many of these ...
Medium,47.46651077270508,555,"<|endoftext|>A BATHY, Illinois, doctor has filed a..."
Medium,42.042091369628906,695,<|endoftext|>A small crowd of tourists gathered Sa...
Medium,45.885162353515625,567,<|endoftext|>New! How To Change the Look In Your B...
Medium,41.2901611328125,704,<|endoftext|>In the wake of Thursday's announcemen...
Medium,45.92689514160156,706,<|endoftext|>An Open Letter About Transgender Wome...
Medium,38.50510787963867,720,<|endoftext|>Maurá was released later that night v...
Medium,42.8436164855957,592,<|endoftext|>You'll notice all these references th...
Medium,55.5982551574707,440,"<|endoftext|>With their signature blend, richly ch..."
Medium,43.901554107666016,531,<|endoftext|>The best of everything to look good t...
Medium,44.98554229736328,664,"<|endoftext|>For all you ""Biblical feminists, rejo..."
Medium,31.34379005432129,787,<|endoftext|>A federal prosecutor from San Antonio...
Medium,45.95249557495117,733,<|endoftext|>The first question was obvious. Do pe...
Medium,51.75349426269531,696,<|endoftext|>One way that a player with limited re...
Medium,47.941612243652344,772,<|endoftext|>But what could possibly keep an aging...
Medium,44.95469665527344,685,<|endoftext|>In case after bizarre bizarre conspir...
Medium,79.83148956298828,210,<|endoftext|>When you start buying the first editi...
Medium,42.41270446777344,706,<|endoftext|>He didn't tell her that his parents c...
Medium,46.33586502075195,353,"<|endoftext|>""At first sight it appears that you'd..."
Medium,35.4588623046875,640,<|endoftext|>The Washington Redskins will start Ki...
Medium,53.51988220214844,758,<|endoftext|>An Indian-based woman was brutally st...
Medium,34.394466400146484,510,"<|endoftext|>Boulder

EcoCity is the leader

We of..."
Medium,30.000308990478516,810,<|endoftext|>After more evidence emerged in an all...
Medium,50.609439849853516,85,"<|endoftext|>About

Here we go! Here's How! Thanks..."
Medium,55.607051849365234,204,<|endoftext|>As reported Friday on CBC/Postmedia n...
Medium,48.246822357177734,413,<|endoftext|>If there are any major flaws at this ...
Medium,44.93057632446289,662,"<|endoftext|>Hipsters with their hands underbelly,..."
Medium,39.51063919067383,702,<|endoftext|>With today's move through the FCC due...
